node_id,latitude,longitude
914,20.954667,105.842358
915,20.95814339,105.84243
916,20.954276,105.84243
917,20.95353957,105.8424515
918,20.95376,105.842519
919,20.95818346,105.8425641
920,20.95753974,105.8425722
921,20.95708888,105.842666
922,20.95755477,105.8426902
923,20.954719,105.842701
924,20.954359,105.842771
925,20.95292338,105.842776
926,20.95711142,105.8427921
927,20.95637752,105.8428189
928,20.95401298,105.8428431
929,20.95138,105.842918
930,20.95638504,105.8429503
931,20.954784,105.842956
932,20.95569872,105.8429718
933,20.954416,105.843031
934,20.95523533,105.8430576
935,20.95570373,105.8430898
936,20.95170351,105.8431113
937,20.95525036,105.8431891
938,20.95445383,105.8432078
939,20.95250507,105.843232
940,20.95447387,105.843358
941,20.953109,105.843498
942,20.95196151,105.8435002
943,20.95251759,105.8436289
944,20.95199658,105.8437255
945,20.95178116,105.8437577
946,20.95250006,105.8437845
947,20.951375,105.843803
948,20.95201662,105.8438784
949,20.951849,105.843908
